Exercício: 2019
Período: 3o. quadrimestre
Escopo: Estados/DF
Anexo 02 - Demonstrativo da Dívida Consolidada Líquida
Tabela: Dívida Consolidada Líquida
Instituição;Cod.IBGE;UF;PODER;População;Coluna;Conta;Valor
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Disponibilidade de Caixa Bruta";29614870127,95
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"(-) Restos a Pagar Processados";1651020773,13
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Demais Haveres Financeiros";15748923295,05
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";269851280576,45
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";161212276087,26
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"% da DC sobre a RCL (I/RCL)";194,5
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";167,39
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";322424552174,52
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";290182096957,07
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Precatórios Anteriores a 05/05/2000";171221241,91
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Passivo Atuarial";839031889732,00
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";17610478637,58
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"RP Não-Processados";3006255732,44
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Dívida Contratual de PPP";924755671,87
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 1º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";10565931695,47
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";314874240389,15
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Dívida Contratual";289779819300,33
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Empréstimos";288533781228,8
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Internos";263163852807,68
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Externos";25369928421,12
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Parcelamento e Renegociação de Dívidas";1246038071,53
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"De Tributos";32338655,64
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"De Contribuições Previdenciárias";1213699415,89
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";25086880230,42
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Outras Dívidas";7540858,4
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"DEDUÇÕES (II)";44662068876,94
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Disponibilidade de Caixa";29002594005,5
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Disponibilidade de Caixa Bruta";30317511535,47
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"(-) Restos a Pagar Processados";1314917529,97
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Demais Haveres Financeiros";15659474871,44
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";270212171512,21
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";155910092831,86
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"% da DC sobre a RCL (I/RCL)";201,96
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";173,31
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";311820185663,72
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";280638167097,35
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Precatórios Anteriores a 05/05/2000";245907000,00
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Passivo Atuarial";839031889732,00
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";21060880835,89
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"RP Não-Processados";3006255732,44
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Dívida Contratual de PPP";1549987619,05
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 2º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";14040653250,62
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";312715534052,84
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Dívida Contratual";288847125071,00
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Empréstimos";287659651772,21
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Internos";263224950389,16
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Externos";24434701383,05
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Parcelamento e Renegociação de Dívidas";1187473298,79
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"De Tributos";30536482,06
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"De Contribuições Previdenciárias";1156936816,73
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";23860856994,32
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Outras Dívidas";7551987,52
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"DEDUÇÕES (II)";38375648555,45
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Disponibilidade de Caixa";15686004839,88
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Disponibilidade de Caixa Bruta";28220227756,34
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"(-) Restos a Pagar Processados";12534222916,46
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Demais Haveres Financeiros";22689643715,57
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";274339885497,39
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";160444552836,55
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"% da DC sobre a RCL (I/RCL)";194,91
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";170,99
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";320889105673,1
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";288800195105,79
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Precatórios Anteriores a 05/05/2000";174556891,48
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Passivo Atuarial";839803162261,00
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";23585924813,96
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"RP Não-Processados";3318278797,22
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Dívida Contratual de PPP";1934612592,15
Governo do Estado de São Paulo;35;SP;Executivo;45538936;"Até o 3º Quadrimestre";"Apropriação de Depósitos Judiciais - LC 151/2015";17148324330,34
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA - DC (I)";7705768037,61
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Dívida Contratual";6413107219,55
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Empréstimos";4988189806,26
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Internos";3216353979,91
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Externos";1771835826,35
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Reestruturação da Dívida de Estados e Municípios";1424917413,29
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";1292660818,06
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"DEDUÇÕES (II)";561400372,19
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa";550476591,22
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Disponibilidade de Caixa Bruta";1496986249,3
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"(-) Restos a Pagar Processados";946509658,08
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Demais Haveres Financeiros";10923780,97
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";7144367665,42
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"RECEITA CORRENTE LÍQUIDA - RCL";13294049568,66
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"% da DC sobre a RCL (I/RCL)";57,96
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"% da DCL sobre a RCL (III/RCL)";53,74
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";26588099137,32
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";23929289223,59
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";169406378,51
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"Depósitos e Consignações Sem Contrapartida";485697356,62
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"SALDO DO EXERCÍCIO ANTERIOR";"RP Não-Processados";368755998,45
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";7620570476,26
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Dívida Contratual";6327909658,2
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Empréstimos";4924444889,54
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Internos";3259725022,08
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Externos";1664719867,46
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";1403464768,66
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";1292660818,06
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"DEDUÇÕES (II)";2227515670,95
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Disponibilidade de Caixa";2216591889,98
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Disponibilidade de Caixa Bruta";2734749146,09
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"(-) Restos a Pagar Processados";518157256,11
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Demais Haveres Financeiros";10923780,97
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";5393054805,31
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";13348715894,19
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"% da DC sobre a RCL (I/RCL)";57,09
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";40,4
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";26697431788,38
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";24027688609,54
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";169406378,51
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";485697356,62
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 1º Quadrimestre";"RP Não-Processados";241435823,63
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";7537380432,1
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Dívida Contratual";6264719614,04
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Empréstimos";4871511517,57
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Internos";3280658477,07
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Externos";1590853040,5
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";1393208096,47
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";1272660818,06
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"DEDUÇÕES (II)";3734541740,02
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Disponibilidade de Caixa";3723484051,72
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Disponibilidade de Caixa Bruta";3950059111,81
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"(-) Restos a Pagar Processados";226575060,09
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Demais Haveres Financeiros";11057688,3
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";3802838692,08
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";14031708111,48
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"% da DC sobre a RCL (I/RCL)";53,72
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";27,1
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";28063416222,96
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";25257074600,66
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";169406378,51
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";785356531,66
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 2º Quadrimestre";"RP Não-Processados";172107534,28
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA - DC (I)";7429714115,4
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Dívida Contratual";6231988839,65
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Empréstimos";4877178042,98
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Internos";3332519687,14
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Externos";1544658355,84
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Reestruturação da Dívida de Estados e Municípios";1354810796,67
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos";1197725275,75
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"DEDUÇÕES (II)";1231818229,58
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Disponibilidade de Caixa";1220894448,61
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Disponibilidade de Caixa Bruta";2537718510,51
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"(-) Restos a Pagar Processados";1316824061,9
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Demais Haveres Financeiros";10923780,97
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II)";6197895885,82
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"RECEITA CORRENTE LÍQUIDA - RCL";14530152195,28
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"% da DC sobre a RCL (I/RCL)";51,13
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"% da DCL sobre a RCL (III/RCL)";42,66
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL";29060304390,56
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF)";26154273951,5
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Precatórios Posteriores a 05/05/2000 (Não incluídos na DC)";169406378,51
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"Depósitos e Consignações Sem Contrapartida";606187918,07
Governo do Estado do Maranhão;21;MA;Executivo;7035055;"Até o 3º Quadrimestre";"RP Não-Processados";898427950,63
Governo do Estado do Mato Grosso;51;MT;Executivo;3441998;"SALDO DO EXERCÍCIO ANTERIOR";"DÍVIDA CONSOLIDADA - DC (I)";6984288717,75
